Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
1993,3400,R,M,15797,81157,123785,111106,93768,72444,85523,113831,109983,90257,45715,61360,66737,64143,41243,15640,10635,6930,2800
1993,3400,R,F,14957,76956,120240,109695,85894,66894,77816,101014,97821,80951,43421,66502,75886,81878,79672,42402,36103,29053,16437
1993,1137,T,B,11847,62624,93565,86934,81217,69151,68863,89259,91747,83063,45990,63628,64357,63485,54305,25878,21022,17049,9603
1993,1137,T,M,6083,32143,47601,43707,40527,35105,34349,45065,45903,41119,22317,29793,29635,27094,18395,7069,4905,3290,1398
1993,1137,T,F,5764,30481,45964,43227,40690,34046,34514,44195,45844,41944,23674,33835,34722,36391,35910,18809,16117,13759,8205
1993,1137,U,B,5730,31722,48717,46213,47277,41119,38042,49298,52833,50390,28709,35720,34391,30861,27550,13165,10095,7812,4404
1993,1137,U,M,2939,16154,24934,23405,22778,20500,18504,24003,25344,24177,13594,16539,15506,12775,9441,3740,2543,1604,646
1993,1137,U,F,2792,15569,23783,22808,24499,20620,19538,25296,27490,26213,15115,19181,18885,18087,18109,9426,7552,6208,3758
1993,1137,R,B,6117,30902,44848,40721,33940,28032,30821,39961,38914,32673,17281,27908,29966,32624,26756,12713,10927,9238,5199
1993,1137,R,M,3144,15990,22668,20303,17749,14606,15845,21062,20560,16942,8723,13255,14129,14320,8954,3330,2362,1687,752
1993,1137,R,F,2973,14912,22181,20419,16191,13427,14976,18899,18354,15732,8559,14654,15837,18304,17802,9384,8566,7551,4447
1993,1165,T,B,42695,228115,382615,361486,344250,309552,297256,390958,408352,386661,219349,268271,283881,266719,236702,113580,84699,60835,30592
1993,1165,T,M,21996,116547,194895,183645,172160,156125,150040,197280,203057,191166,106107,122660,125211,110408,83327,31122,20630,12911,5048
1993,1165,T,F,20699,111568,187720,177841,172090,153427,147216,193678,205295,195495,113242,145611,158670,156312,153375,82458,64069,47925,25545
1993,1165,U,B,35841,192632,327421,310877,303344,279081,260424,343647,361227,346777,198767,237698,248677,228597,203751,96739,72153,51351,25794
1993,1165,U,M,18464,98222,166518,157809,150589,140467,130234,171902,177653,169923,95364,108019,108836,93737,72246,26624,17734,11130,4368
1993,1165,U,F,17377,94410,160904,153069,152755,138614,130191,171745,183574,176854,103403,129679,139841,134860,131505,70115,54419,40221,21426
1993,1165,R,B,6854,35483,55194,50609,40906,30472,36832,47311,47125,39884,20582,30574,35205,38123,32951,16842,12547,9485,4798
1993,1165,R,M,3532,18326,28378,25837,21571,15659,19806,25378,25404,21244,10743,14641,16376,16671,11081,4499,2896,1781,680
1993,1165,R,F,3323,17158,26817,24773,19335,14813,17026,21933,21721,18641,9839,15933,18829,21452,21870,12343,9651,7704,4119
1993,1171,T,B,35001,192430,331255,290123,236240,204427,251824,356114,332392,269100,133739,137344,118505,90898,70356,34583,24895,17668,9516
1993,1171,T,M,18030,99648,169788,147727,119868,105585,130292,185960,172510,140053,68876,69017,57266,39161,23814,9300,5948,3602,1589
1993,1171,T,F,16971,92783,161468,142397,116372,98842,121532,170154,159883,129047,64863,68327,61239,51737,46543,25283,18947,14067,7927
1993,1171,U,B,25879,144736,254649,221643,180775,161511,199032,285557,265952,216026,107182,103805,82631,56231,43365,20995,14462,10001,5458
1993,1171,U,M,13347,75238,131106,113356,90835,82547,102320,147913,137029,111477,54867,52154,39987,23801,14655,5824,3677,2170,997
1993,1171,U,F,12533,69498,123543,108287,89940,78964,96712,137644,128923,104550,52316,51652,42644,32430,28710,15171,10785,7831,4462
1993,1171,R,B,9122,47695,76607,68481,55466,42916,52793,70558,66440,53074,26557,33539,35874,34668,26992,13589,10433,7668,4058
1993,1171,R,M,4683,24410,38682,34371,29034,23038,27973,38048,35481,28576,14010,16864,17279,15360,9159,3476,2271,1432,592
1993,1171,R,F,4439,23285,37925,34110,26432,19879,24820,32510,30960,24498,12548,16675,18595,19308,17833,10113,8162,6236,3466
1993,171,T,B,15063,84222,151051,130895,98677,71513,110360,166391,150759,115704,54386,49771,35782,19198,11282,3990,2860,1282,435
1993,171,T,M,7709,43579,77813,67232,50161,35905,57088,86142,78232,59814,27859,24709,17368,8203,3436,975,555,251,108
1993,171,T,F,7354,40644,73238,63664,48517,35608,53273,80249,72527,55890,26528,25062,18414,10995,7846,3015,2306,1031,327
1993,171,U,B,13670,76752,138698,120598,91024,66884,102594,154464,140082,107588,50520,45670,32150,16670,9802,3436,2427,1105,332
1993,171,U,M,7005,39829,71692,61961,46054,33720,52991,79642,72337,55328,25752,22620,15631,7078,2977,835,463,221,86
1993,171,U,F,6666,36923,67007,58638,44971,33164,49604,74822,67745,52260,24768,23051,16519,9593,6825,2601,1964,884,246
1993,171,R,B,1393,7470,12353,10297,7653,4629,7766,11927,10678,8116,3867,4101,3632,2528,1480,555,434,178,103
1993,171,R,M,705,3750,6122,5271,4107,2185,4097,6500,5896,4486,2107,2090,1737,1126,459,141,92,31,22
1993,171,R,F,688,3721,6231,5026,3546,2444,3669,5427,4782,3630,1760,2012,1895,1402,1021,414,342,147,81
1993,271,T,B,5815,29097,52945,45695,37522,26680,39540,62509,56734,45528,22592,19117,12259,4831,2537,1061,558,355,257
1993,271,T,M,2978,15188,27205,23122,19050,13683,20625,33203,29595,23839,11707,9991,6283,2251,852,288,126,82,54
1993,271,T,F,2837,13909,25740,22573,18472,12997,18915,29307,27139,21689,10886,9127,5976,2581,1685,773,432,274,203
1993,271,U,B,4386,22640,43213,37323,31243,23113,32688,52044,47922,38888,19385,16158,10118,3546,1768,613,298,194,120
1993,271,U,M,2260,11906,22227,18919,15804,12086,16944,27346,24872,20233,10025,8502,5245,1695,570,173,61,42,34
1993,271,U,F,2127,10735,20986,18404,15440,11027,15744,24698,23051,18655,9361,7657,4873,1851,1198,440,237,152,86
1993,271,R,B,1429,6457,9732,8373,6279,3567,6852,10466,8812,6641,3207,2959,2141,1286,769,448,260,162,138
1993,271,R,M,719,3283,4978,4203,3247,1597,3681,5857,4723,3607,1682,1489,1038,556,282,116,65,40,20
1993,271,R,F,711,3174,4754,4170,3033,1970,3171,4609,4089,3034,1525,1470,1104,730,488,333,195,122,118
1993,1175,T,B,35937,190607,305825,284510,272857,253692,231414,298687,308720,294019,171207,210514,224266,203725,185919,81443,65846,47571,24607
1993,1175,T,M,18498,97332,155585,144047,136164,134300,117236,148691,151959,143501,81887,95615,99383,84181,66774,24093,17075,10979,4394
1993,1175,T,F,17439,93275,150241,140463,136694,119392,114178,149996,156761,150519,89320,114899,124884,119544,119145,57350,48772,36592,20214
1993,1175,U,B,27276,146573,238450,223520,223508,215774,188520,241673,253395,248442,146492,174672,182687,163118,151702,66544,53015,37979,19425
1993,1175,U,M,14060,74900,121527,113450,110750,115158,95336,119348,123420,120005,69648,79015,80429,66389,54724,19757,13968,8949,3617
1993,1175,U,F,13216,71673,116923,110070,112758,100616,93184,122325,129975,128438,76844,95658,102259,96729,96978,46787,39047,29030,15808
1993,1175,R,B,8662,44034,67376,60990,49350,37918,42894,57015,55325,45577,24716,35842,41579,40607,34217,14899,12832,9593,5183
1993,1175,R,M,4438,22432,34058,30597,25414,19143,21900,29343,28539,23496,12240,16601,18954,17793,12050,4336,3107,2031,777
1993,1175,R,F,4224,21602,33318,30394,23936,18776,20994,27672,26786,22081,12476,19241,22625,22815,22168,10563,9725,7562,4406
1993,3500,T,B,225820,1194578,1875322,1804606,1619624,1436117,1380796,1841503,1872270,1645945,920203,1108075,1138273,1036944,874060,447001,309241,221221,108733
1993,3500,T,M,115833,610587,954128,911579,816042,742792,702730,931630,939786,817959,448579,518514,517687,444893,312946,129132,80296,50683,18822
1993,3500,T,F,109987,583991,921194,893027,803582,693325,678066,909873,932484,827986,471624,589562,620587,592051,561114,317870,228945,170538,89911
1993,3500,U,B,144023,780030,1256035,1215518,1151305,1084019,989989,1314709,1352140,1225090,703410,807471,796141,687801,592580,302496,209098,145566,70211
1993,3500,U,M,73942,398942,639084,615208,570600,558119,500167,655782,667544,597804,338113,373848,355221,287930,211768,87370,54936,33862,12261
1993,3500,U,F,70081,381088,616952,600311,580705,525900,489822,658927,684596,627286,365297,433623,440920,399871,380812,215127,154162,111705,57950
1993,3500,R,B,81797,414549,619287,589088,468319,352099,390807,526794,520130,420856,216794,300605,342133,349144,281481,144505,100143,75655,38522
1993,3500,R,M,41892,211646,315045,296371,245442,184673,202563,275848,272243,220155,110466,144666,162466,156964,101178,41762,25360,16821,6561
1993,3500,R,F,39906,202903,304243,292717,222877,167426,188245,250946,247888,200701,106328,155939,179667,192180,180303,102743,74783,58834,31961
1993,1184,T,B,2977,14833,20955,18841,16340,12029,13390,17290,16979,13652,6598,7501,8720,9499,7646,3767,2591,1869,1202
1993,1184,T,M,1498,7581,10716,9450,7948,5363,6565,8820,8597,6922,3216,3651,4064,4146,2720,1011,715,424,231
1993,1184,T,F,1480,7252,10239,9391,8392,6667,6825,8470,8382,6730,3383,3850,4656,5354,4926,2756,1876,1445,971
1993,1184,U,B,560,2915,4161,4065,4661,3979,3538,4293,4626,4194,2171,2289,2431,2647,2317,1217,828,642,418
1993,1184,U,M,279,1521,2222,2132,2018,1653,1728,2269,2401,2117,1082,1100,1137,1195,854,358,255,142,83
1993,1184,U,F,281,1394,1939,1933,2643,2326,1810,2024,2225,2077,1089,1189,1294,1452,1463,859,574,500,335
1993,1184,R,B,2417,11918,16795,14776,11679,8051,9852,12997,12354,9458,4427,5213,6289,6853,5329,2550,1763,1227,785
1993,1184,R,M,1219,6061,8494,7318,5930,3710,4837,6551,6196,4806,2134,2552,2927,2951,1866,653,461,282,148
1993,1184,R,F,1199,5858,8301,7459,5749,4341,5015,6446,6158,4653,2294,2661,3362,3902,3463,1897,1303,946,637
1993,1181,T,B,12815,72502,108885,99837,88628,71893,71031,94137,90972,77819,39007,47778,48353,42989,32572,18285,12825,8526,4211
1993,1181,T,M,6536,37133,55558,50222,45032,38060,36358,47959,45728,39075,19555,22216,21537,18009,12025,5309,3647,2179,876
1993,1181,T,F,6279,35369,53328,49616,43597,33833,34673,46179,45244,38744,19452,25562,26816,24980,20548,12976,9179,6348,3335
1993,1181,U,B,7068,40198,60564,55275,53491,48085,43851,57653,56404,49791,25893,28944,27687,22663,18324,10320,7215,4615,2131
1993,1181,U,M,3561,20756,31086,27896,26582,24936,22294,28737,27774,24547,12879,13424,12163,9177,6749,3013,2057,1195,466
1993,1181,U,F,3507,19442,29478,27379,26909,23149,21557,28916,28630,25244,13014,15520,15524,13486,11576,7307,5158,3420,1665
1993,1181,R,B,5747,32304,48322,44563,35137,23808,27181,36484,34568,28028,13114,18834,20666,20326,14248,7966,5611,3912,2081
1993,1181,R,M,2975,16377,24472,22326,18450,13124,14065,19222,17955,14528,6676,8793,9374,8832,5276,2297,1590,984,411
1993,1181,R,F,2772,15927,23850,22237,16688,10684,13116,17263,16614,13500,6438,10042,11292,11495,8972,5669,4021,2928,1670
1993,1193,T,B,6133,28945,36743,31603,27821,24834,24355,25568,20746,17113,12445,14277,10310,8468,6196,3286,1889,1012,515
1993,1193,T,M,3133,14690,18496,15515,13936,12710,11981,12434,10119,8198,5954,6762,4912,3753,2405,1193,636,257,123
1993,1193,T,F,3000,14255,18247,16088,13885,12125,12374,13134,10628,8915,6491,7515,5398,4715,3791,2093,1253,756,392
1993,1193,U,B,2538,12715,16226,13115,12088,13738,12920,13203,11042,9484,5954,6385,5065,4335,3545,1781,1076,586,301
1993,1193,U,M,1312,6468,8257,6575,5677,6676,6438,6476,5454,4606,2913,3081,2384,1821,1286,588,321,140,79
1993,1193,U,F,1226,6247,7969,6540,6411,7062,6482,6728,5589,4878,3041,3304,2681,2515,2259,1193,755,447,222
1993,1193,R,B,3595,16230,20517,18489,15734,11097,11436,12365,9704,7629,6491,7892,5245,4133,2652,1505,813,426,215
1993,1193,R,M,1821,8222,10239,8941,8260,6034,5543,5959,4665,3592,3041,3682,2528,1932,1120,605,315,117,45
1993,1193,R,F,1775,8008,10278,9548,7474,5063,5893,6407,5039,4038,3451,4211,2717,2201,1532,900,499,309,170
1993,1195,T,B,6526,34356,52860,51118,44840,33543,36269,51150,53514,47857,22930,29063,29443,28493,24136,11435,7515,5540,3162
1993,1195,T,M,3300,17483,26939,25875,22198,16263,18762,26499,27477,24469,11586,14106,13802,12435,8901,3417,1919,1215,523
1993,1195,T,F,3226,16873,25921,25244,22643,17280,17507,24652,26037,23388,11345,14957,15641,16058,15235,8018,5596,4325,2639
1993,1195,U,B,4348,22877,36252,36037,33241,25444,26454,37753,40652,36966,17864,21176,20478,19415,16524,7930,5154,3800,2178
1993,1195,U,M,2210,11641,18437,18230,16193,12687,13820,19498,20850,18823,8992,10370,9582,8345,6091,2393,1330,858,374
1993,1195,U,F,2138,11236,17815,17807,17048,12757,12634,18255,19802,18143,8873,10806,10896,11070,10433,5537,3824,2942,1804
1993,1195,R,B,2178,11479,16608,15081,11600,8099,9816,13398,12862,10892,5066,7887,8965,9078,7612,3506,2362,1740,985
1993,1195,R,M,1090,5842,8503,7645,6005,3576,4943,7001,6627,5647,2594,3736,4220,4091,2810,1024,590,357,149
1993,1195,R,F,1088,5637,8106,7437,5595,4523,4873,6397,6236,5245,2472,4151,4745,4988,4802,2482,1772,1384,836
1993,1101,T,B,25828,137863,226084,222458,202336,177046,165815,230662,239684,204224,114446,139496,150111,148399,130262,66999,47323,35243,18041
1993,1101,T,M,13326,70450,115189,113027,101623,89736,84508,116520,120183,101604,55745,64719,69278,64804,45251,18761,11626,7389,2950
1993,1101,T,F,12502,67414,110895,109431,100713,87310,81307,114143,119502,102621,58701,74777,80833,83595,85011,48238,35697,27854,15091
1993,1101,U,B,11926,66347,112305,109445,110395,103584,90305,124444,130287,115178,67123,75376,74755,69069,62648,31674,21640,15097,7517
1993,1101,U,M,6208,33930,57370,55571,53341,52184,45698,62082,63945,55803,32188,34691,33470,28674,21532,8855,5454,3164,1263
1993,1101,U,F,5719,32418,54935,53875,57054,51400,44607,62363,66343,59375,34935,40686,41285,40395,41116,22819,16186,11933,6254
1993,1101,R,B,13902,71516,113780,113013,91941,73463,75510,106218,109397,89047,47323,64120,75356,79331,67614,35326,25683,20146,10524
1993,1101,R,M,7119,36520,57819,57456,48282,37553,38811,54438,56238,45801,23557,30029,35808,36130,23719,9906,6172,4226,1687
1993,1101,R,F,6784,34996,55961,55557,43659,35910,36700,51780,53159,43246,23766,34091,39548,43201,43895,25420,19511,15921,8837
1993,1176,T,B,16235,83367,127294,123111,108102,83452,84656,115480,115795,98365,50254,58965,60543,54965,42466,22760,15858,10571,4493
1993,1176,T,M,8348,42187,64646,62735,57303,43376,43643,59394,58870,49770,25312,27578,26825,23236,16403,6769,4766,3083,997
1993,1176,T,F,7888,41181,62648,60376,50800,40076,41014,56086,56926,48595,24943,31387,33718,31729,26063,15992,11092,7488,3496
1993,1176,U,B,8903,46725,76797,73855,70256,57682,54439,74604,75551,66627,35474,38835,37696,32842,27048,14582,10257,6734,2781
1993,1176,U,M,4551,23594,38780,37545,37420,29569,27881,37877,37643,33101,17713,18046,16329,13440,10348,4254,3094,1972,611
1993,1176,U,F,4353,23132,38018,36310,32836,28113,26559,36727,37908,33526,17762,20789,21367,19402,16700,10328,7163,4763,2170
1993,1176,R,B,7332,36642,50497,49256,37846,25770,30217,40876,40244,31738,14780,20130,22847,22123,15418,8179,5601,3837,1712
1993,1176,R,M,3797,18593,25866,25190,19883,13807,15762,21517,21227,16669,7599,9532,10496,9796,6055,2515,1672,1112,386
1993,1176,R,F,3535,18049,24631,24066,17964,11963,14455,19359,19018,15069,7181,10598,12351,12327,9363,5664,3929,2725,1326
1993,1104,T,B,33325,175146,279468,265083,237640,223036,214863,282355,289207,261122,145406,176848,164341,141214,115831,60531,41086,29471,14060
1993,1104,T,M,17096,89783,142564,134497,119401,118219,110220,144655,146499,130328,71209,84694,75831,61078,41182,17621,10402,6612,2273
1993,1104,T,F,16229,85364,136904,130586,118240,104818,104644,137701,142708,130795,74197,92155,88510,80136,74649,42911,30685,22859,11787
1993,1104,U,B,22796,121776,201859,192281,178961,174703,161714,211807,217463,200871,114470,133746,117695,93140,76808,40491,28014,19484,9119
1993,1104,U,M,11737,62387,102831,97749,88521,91481,81323,105687,107256,97231,54549,62769,52981,38944,26959,11513,7104,4374,1492
1993,1104,U,F,11059,59390,99028,94532,90441,83222,80392,106120,110207,103640,59922,70977,64714,54196,49849,28978,20911,15110,7627
1993,1104,R,B,10529,53370,77609,72802,58679,48334,53149,70549,71745,60252,30936,43102,46646,48074,39023,20041,13072,9988,4941
1993,1104,R,M,5360,27396,39733,36749,30880,26738,28897,38968,39244,33097,16661,21925,22851,22134,14223,6108,3298,2238,781
1993,1104,R,F,5170,25974,37877,36054,27799,21596,24252,31581,32501,27155,14275,21178,23796,25940,24801,13933,9774,7750,4160
1993,1125,T,B,31974,172197,256476,244204,217636,196893,186058,238617,242976,220544,122747,153170,147408,123799,99453,51229,34617,23592,10550
1993,1125,T,M,16459,87935,130491,123355,109348,102994,95982,121732,122132,109913,59405,71147,66754,52025,36559,15246,9407,5794,1869
1993,1125,T,F,15515,84262,125985,120850,108288,93900,90076,116886,120844,110631,63342,82023,80654,71775,62894,35983,25210,17798,8681
1993,1125,U,B,23429,128628,196011,189238,173379,164087,149264,190484,195699,181574,103473,125427,116546,93398,76029,39815,27175,18386,8004
1993,1125,U,M,12067,65689,99563,95792,86194,85322,76578,96067,96858,89178,49412,57538,52113,38345,27509,11726,7311,4549,1426
1993,1125,U,F,11362,62940,96448,93447,87185,78766,72686,94418,98842,92396,54061,67889,64433,55054,48520,28089,19864,13837,6579
1993,1125,R,B,8545,43569,60465,54966,44257,32806,36794,48133,47277,38970,19274,27743,30862,30401,23424,11414,7442,5206,2546
1993,1125,R,M,4392,22246,30928,27563,23154,17672,19404,25665,25275,20735,9993,13609,14641,13680,9050,3521,2096,1246,443
1993,1125,R,F,4153,21323,29538,27403,21103,15134,17390,22468,22003,18235,9281,14134,16221,16721,14374,7894,5346,3961,2103
1993,1132,T,B,29269,155062,254950,252830,224101,198107,186329,263454,276669,248655,141876,169526,182920,174146,150473,72672,49342,35107,17375
1993,1132,T,M,14986,78999,128683,127466,112168,101805,94877,133222,139114,123624,68885,79045,82668,75709,55057,21615,12951,8343,3025
1993,1132,T,F,14283,76063,126267,125364,111933,96302,91452,130233,137555,125032,72991,90481,100252,98437,95416,51057,36391,26764,14350
1993,1132,U,B,24404,130334,215414,215702,195500,177033,161860,230555,243687,221632,127511,150029,159851,148378,128261,60970,41464,29296,14317
1993,1132,U,M,12518,66439,108772,108822,96904,91618,82273,116084,121900,109549,61633,69645,71790,64114,47105,18091,10896,6980,2441
1993,1132,U,F,11886,63895,106642,106880,98596,85415,79587,114471,121787,112084,65878,80384,88061,84264,81156,42879,30568,22316,11877
1993,1132,R,B,4865,24728,39536,37128,28601,21074,24469,32899,32982,27023,14365,19497,23069,25769,22213,11702,7878,5811,3058
1993,1132,R,M,2468,12560,19911,18645,15264,10187,12604,17138,17215,14075,7252,9400,10878,11595,7952,3524,2055,1363,585
1993,1132,R,F,2397,12168,19625,18484,13337,10887,11865,15762,15768,12948,7113,10098,12191,14174,14261,8178,5823,4448,2474
1993,1150,T,B,25704,140140,221091,217907,199234,183850,175596,234035,242411,212764,127017,151046,163215,148516,129294,67272,47958,35634,17628
1993,1150,T,M,13239,72018,112985,109892,100241,94268,87909,116323,119704,103815,60676,69123,73236,62596,45279,18914,12268,7744,2965
1993,1150,T,F,12466,68122,108106,108015,98993,89582,87687,117712,122707,108950,66342,81923,89979,85920,84015,48358,35690,27890,14663
1993,1150,U,B,17183,97220,155681,153608,148536,144246,132251,174347,183526,166051,102252,114948,119665,103139,92876,48955,34828,24910,12246
