RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMI,TEF_ADO,TGF
50,1970,Tlaxcala,29,13322,ND,ND,5506,16,ND,ND,55.69,59.44,57.49,227696,10.24,ND,ND,ND,ND,220033,18828,447729,15667,12862,20012,48512,88194,22467,15317,22869,57764,39332,10967,17205,14152,21916,51157,90024,23869,16105,24052,56676,42155,10727,32872,27014,41928,99669,178218,46336,31422,46921,114440,81487,21694,10.13,98.98,109.11,12.30,42.05,2.98,ND,ND,ND,ND,ND,ND,85.60,140.82,7.00
51,1970,Veracruz,30,132759,ND,ND,45852,16,ND,ND,57.11,60.76,58.89,2060598,7.83,ND,ND,ND,ND,2024677,178611,4085275,142426,124448,197802,505710,882024,238834,165480,204472,516680,344355,77715,149437,128346,202516,510980,891344,239819,165649,213250,514665,361627,70289,291863,252794,400318,1016690,1773368,478653,331129,417722,1031345,705982,148004,7.23,92.25,99.47,11.22,43.72,3.25,ND,ND,ND,ND,ND,ND,83.28,125.67,6.43
52,1970,Yucatán,31,24200,ND,ND,11052,18,ND,ND,54.95,57.77,56.30,411262,10.47,ND,ND,ND,ND,408645,35252,819907,28265,25180,40084,99872,176878,47723,32819,39052,112026,66211,17891,28611,25395,40312,99663,175364,47669,32752,38903,112137,66134,19668,56876,50575,80396,199535,352242,95392,65571,77955,224163,132345,37559,8.86,84.65,93.51,13.48,43.00,2.95,ND,ND,ND,ND,ND,ND,91.77,125.74,6.50
53,1970,Zacatecas,32,33573,ND,ND,11818,14,ND,ND,56.46,60.17,58.25,502389,8.50,ND,ND,ND,ND,499095,45391,1001484,36935,30127,46828,111327,192503,51988,35287,57046,116770,95756,21085,37872,30819,47650,111096,192120,51745,34914,57436,116419,96534,21663,74807,60946,94478,222423,384623,103733,70201,114482,233189,192290,42748,9.38,110.43,119.81,11.80,45.32,3.35,ND,ND,ND,ND,ND,ND,86.02,153.71,7.63
54,1971,República Mexicana,0,1793572,-185086,1608486,491910,16,ND,206018,60.52,64.23,62.35,26582712,8.12,ND,20932,ND,-185086,26550872,2285482,53133584,1912174,1668171,2635871,6537878,11331815,3076780,2109080,2688334,6718886,4605077,1070348,1959949,1688036,2651874,6531266,11291337,3056538,2092700,2756014,6574565,4722890,939765,3872123,3356207,5287745,13069144,22623152,6133318,4201780,5444348,13293451,9327967,2010113,7.62,93.92,101.55,9.26,43.01,3.38,-0.35,3.03,ND,ND,ND,-0.35,70.29,134.43,6.44
55,1971,Aguascalientes,1,12359,ND,ND,3885,15,ND,ND,59.13,62.56,60.81,186403,8.73,ND,ND,ND,ND,189278,16244,375681,13951,12035,18897,45112,77688,21322,14460,19698,46967,33834,8220,14305,12144,18939,44447,74596,20944,14149,20224,43066,34792,7519,28256,24179,37836,89559,152284,42266,28609,39922,90033,68626,15739,8.76,100.42,109.19,10.34,43.24,3.29,ND,ND,ND,ND,ND,ND,75.99,126.85,6.83
56,1971,Baja California,2,30398,ND,ND,4982,16,ND,ND,67.09,70.70,68.84,472145,6.11,ND,ND,ND,ND,472547,35380,944692,36259,31652,49907,122205,209542,57543,39288,47226,118760,85358,13933,35910,30725,48055,116270,207504,54219,36889,47810,123784,85471,12752,72169,62377,97962,238475,417046,111762,76177,95036,242544,170829,26685,5.55,90.85,96.39,5.27,37.45,3.22,ND,ND,ND,ND,ND,ND,40.00,120.52,5.33
57,1971,Baja California Sur,3,4234,ND,ND,1007,16,ND,ND,64.55,67.64,65.91,73152,7.95,ND,ND,ND,ND,69385,5241,142537,5232,4465,7013,17190,29266,8048,5500,7231,16870,12825,2745,5448,4680,7357,18390,32010,8562,5885,7374,18825,13123,2506,10680,9145,14370,35580,61276,16610,11385,14605,35695,25948,5251,7.37,92.61,99.98,7.06,36.77,2.97,ND,ND,ND,ND,ND,ND,54.08,124.91,5.66
58,1971,Campeche,4,9245,ND,ND,2902,16,ND,ND,59.14,61.84,60.40,144151,7.67,ND,ND,ND,ND,141474,12147,285625,10468,9169,14472,35493,61535,16722,11419,14436,35278,24927,4831,10490,9134,14371,35325,62480,16563,11326,14417,37474,24814,5294,20958,18303,28843,70818,124015,33285,22745,28853,72752,49741,10125,7.05,91.89,98.94,10.16,42.53,3.24,ND,ND,ND,ND,ND,ND,78.23,127.69,6.33
59,1971,Coahuila,5,36639,ND,ND,10345,16,ND,ND,61.03,64.54,62.73,614947,8.36,ND,ND,ND,ND,601189,46984,1216136,44231,38511,60697,148805,258797,69978,47792,59968,155251,105586,23760,46269,40034,62838,152692,262859,71698,48894,62370,155209,110038,22834,90500,78545,123535,301497,521656,141676,96686,122338,310460,215624,46594,7.61,91.12,98.73,8.51,38.63,3.01,ND,ND,ND,ND,ND,ND,67.66,126.09,5.81
60,1971,Colima,6,8185,ND,ND,2415,16,ND,ND,60.33,63.81,61.99,133274,8.09,ND,ND,ND,ND,131258,10600,264532,9908,8529,13383,31989,54708,15090,10236,13490,32459,23801,5366,10251,8762,13696,32687,55621,15356,10422,13849,32631,24490,4715,20159,17291,27079,64676,110329,30446,20658,27339,65090,48291,10081,7.77,96.08,103.85,9.13,40.07,3.09,ND,ND,ND,ND,ND,ND,72.96,127.92,6.27
61,1971,Chiapas,7,65641,ND,ND,20875,15,ND,ND,56.79,59.30,57.96,890197,5.98,ND,ND,ND,ND,863090,86516,1753287,62839,55565,88371,223512,368964,106044,73238,93514,193416,153483,24998,65755,56147,88217,220795,374005,102922,70852,96707,204757,161443,26383,128594,111712,176588,444307,742969,208966,144090,190221,398173,314926,51381,6.10,102.01,108.11,11.91,49.35,3.74,ND,ND,ND,ND,ND,ND,87.60,148.76,7.28
62,1971,Chihuahua,8,54088,ND,ND,13791,16,ND,ND,61.94,65.68,63.75,874572,7.75,ND,ND,ND,ND,860392,67879,1734964,63824,55210,86891,213123,370045,99948,68267,86141,220678,152646,32024,66124,56502,88377,214287,372695,99973,68098,89190,221838,158157,30192,129948,111712,175268,427410,742740,199921,136365,175331,442516,310803,62216,7.15,92.29,99.44,7.95,39.12,3.12,ND,ND,ND,ND,ND,ND,63.99,126.40,5.85
63,1971,Ciudad de México,9,258704,ND,ND,48451,18,ND,ND,65.79,70.79,68.38,3639138,8.64,ND,ND,ND,ND,3869914,307155,7509052,265429,250572,404621,1048667,1805191,503426,349377,334950,1068571,582558,169412,254043,235680,380154,1008651,1701976,481232,336758,342517,939075,578830,104511,519472,486252,784775,2057318,3507167,984658,686135,677467,2007646,1161388,273923,6.74,77.99,84.73,6.45,40.90,3.45,ND,ND,ND,ND,ND,ND,47.78,120.65,5.34
64,1971,Durango,10,32955,ND,ND,9837,15,ND,ND,59.18,62.58,60.82,516042,7.92,ND,ND,ND,ND,496718,42792,1012760,37164,31273,48821,116708,202228,54498,36950,53570,120591,92428,19078,39415,32984,51257,121052,208261,56412,38139,56102,123166,97397,19896,76579,64257,100078,237760,410489,110910,75089,109672,243757,189825,38974,8.09,102.23,110.33,9.71,42.25,3.25,ND,ND,ND,ND,ND,ND,76.61,145.92,6.82
65,1971,Guanajuato,11,82685,ND,ND,24979,15,ND,ND,59.13,62.51,60.79,1245622,8.48,ND,ND,ND,ND,1233202,107664,2478824,91372,77835,121870,291193,500913,136763,92728,131312,299457,224787,52073,95380,80486,125303,295239,500546,138267,93450,135521,289524,233375,49814,186752,158321,247173,586432,1001459,275030,186178,266833,588981,458162,101887,8.67,102.22,110.89,10.08,43.43,3.34,ND,ND,ND,ND,ND,ND,75.96,137.77,6.95
66,1971,Guerrero,12,68542,ND,ND,18879,15,ND,ND,59.17,62.56,60.83,891356,7.27,ND,ND,ND,ND,888573,87421,1779929,63832,53976,84668,209701,368074,97440,66748,95353,214916,159154,32898,66427,55048,85358,204503,360512,94223,63913,97863,211531,164558,30759,130259,109024,170026,414204,728586,191663,130661,193216,426447,323712,63657,7.57,104.16,111.73,10.61,49.11,3.85,ND,ND,ND,ND,ND,ND,77.17,154.71,7.57
67,1971,Hidalgo,13,43514,ND,ND,14620,16,ND,ND,57.64,61.12,59.34,659274,8.40,ND,ND,ND,ND,650381,58134,1309655,46241,38930,61033,151197,266672,70258,48155,68609,163234,116155,28370,48971,41377,64514,156742,275178,72585,49448,69001,163827,118741,23888,95212,80307,125547,307939,541850,142843,97603,137610,327061,234896,52258,8.23,98.02,106.24,11.16,44.39,3.32,ND,ND,ND,ND,ND,ND,84.70,142.91,7.01
68,1971,Jalisco,14,128129,ND,ND,35169,16,ND,ND,60.62,64.62,62.61,1795248,8.96,ND,ND,ND,ND,1823835,163298,3619083,131534,115213,181884,442159,754576,209628,142957,184479,455872,313569,82776,134179,115994,182074,437810,733128,206933,140853,188885,424475,320697,70060,265713,231207,363958,879969,1487704,416561,283810,373364,880347,634266,152836,8.68,96.91,105.59,9.72,45.12,3.54,ND,ND,ND,ND,ND,ND,69.97,139.92,6.99
69,1971,México,15,145075,ND,ND,36015,15,ND,ND,61.62,64.37,62.91,2227334,6.47,ND,ND,ND,ND,2186221,181090,4413555,158861,134978,212643,536250,928931,249339,171674,237511,526985,402904,75178,164232,138285,216832,546174,959228,252300,173753,243991,540296,414948,62340,323093,273263,429475,1082424,1888159,501639,345427,481502,1067281,817852,137518,6.40,98.91,105.31,8.16,41.03,3.29,ND,ND,ND,ND,ND,ND,65.07,127.25,6.14
70,1971,Michoacán,16,89055,ND,ND,27222,15,ND,ND,58.67,62.28,60.43,1278252,8.41,ND,ND,ND,ND,1264497,116277,2542749,93958,79681,124479,294777,510797,138329,93531,134137,307549,229685,52654,98881,82715,128147,295100,503953,138050,92618,138924,297260,240270,51911,192839,162396,252626,589877,1014750,276379,186149,273061,604809,469955,104565,8.75,104.09,112.84,10.71,45.73,3.50,ND,ND,ND,ND,ND,ND,79.21,151.03,7.39
71,1971,Morelos,17,21287,ND,ND,6612,16,ND,ND,59.76,63.15,61.40,343231,9.24,ND,ND,ND,ND,342891,27899,686122,24946,21371,33554,82385,146664,38393,26210,34401,88230,60308,15493,25607,21828,34138,83086,147032,38666,26356,34946,86374,61396,13785,50553,43199,67692,165471,293696,77059,52566,69347,174604,121704,29278,8.61,93.15,101.76,9.64,40.66,3.10,ND,ND,ND,ND,ND,ND,73.69,127.35,6.11
72,1971,Nayarit,18,18248,ND,ND,5716,16,ND,ND,59.26,62.64,60.87,300242,8.18,ND,ND,ND,ND,290204,23964,590446,21942,18441,28729,67803,117868,31691,21403,30643,72158,53886,11577,23077,19627,30573,71883,123736,33690,22744,31179,74535,55188,11406,45019,38068,59302,139686,241604,65381,44147,61822,146693,109074,22983,8.03,98.15,106.18,9.68,40.59,3.09,ND,ND,ND,ND,ND,ND,76.59,126.67,6.67
73,1971,Nuevo León,19,57035,ND,ND,13490,17,ND,ND,63.53,67.48,65.46,934217,8.43,ND,ND,ND,ND,920915,70525,1855132,65372,58200,92583,235645,407716,111024,76641,89219,242958,154936,37075,67224,59345,94228,242246,416009,113652,78769,93178,239242,160886,32531,132596,117545,186811,477891,823725,224676,155410,182397,482200,315822,69606,7.25,85.97,93.22,7.27,38.02,3.07,ND,ND,ND,ND,ND,ND,56.18,122.19,5.44
74,1971,Oaxaca,20,82643,ND,ND,26736,16,ND,ND,57.98,61.24,59.56,1108865,8.71,ND,ND,ND,ND,1118235,109379,2227100,76220,64609,101526,255917,462159,118330,81413,115464,292904,190485,47198,78212,65565,102051,250445,454551,114921,78435,115088,286825,191434,44264,154432,130174,203577,506362,916710,233251,159848,230552,579729,381919,91462,8.42,96.64,105.06,12.00,49.11,3.71,ND,ND,ND,ND,ND,ND,85.15,155.53,7.61
75,1971,Puebla,21,102036,ND,ND,32719,16,ND,ND,58.11,61.88,59.98,1393813,9.18,ND,ND,ND,ND,1401533,134755,2795346,96952,83340,131100,324487,581293,151368,103608,141725,365121,236044,65091,100883,85470,133451,323853,571702,150539,102558,145233,347565,244249,55552,197835,168810,264551,648340,1152995,301907,206166,286958,712686,480293,120643,8.86,96.52,105.39,11.70,48.21,3.65,ND,ND,ND,ND,ND,ND,81.42,153.33,7.50
76,1971,Querétaro,22,18659,ND,ND,5713,15,ND,ND,58.70,62.05,60.33,271770,8.37,ND,ND,ND,ND,268493,24372,540263,19385,16450,25791,62602,108003,29319,19978,29198,64898,48759,11553,20180,17052,26642,64444,109950,30096,20506,29920,63648,50285,10438,39565,33502,52433,127046,217953,59415,40484,59118,128546,99044,21991,8.60,102.77,111.38,10.57,45.11,3.45,ND,ND,ND,ND,ND,ND,76.82,148.19,7.25
77,1971,Quintana Roo,23,3278,ND,ND,935,16,ND,ND,58.90,62.74,60.60,55109,5.22,ND,ND,ND,ND,50642,4213,105751,3792,3316,5270,13267,21835,6295,4341,5787,11229,9647,1076,3852,3400,5432,14354,24650,6738,4706,5758,14034,9617,1547,7644,6716,10702,27621,46485,13033,9047,11545,25263,19264,2623,4.96,95.01,99.97,8.84,39.84,3.10,ND,ND,ND,ND,ND,ND,75.81,126.94,5.97
78,1971,San Luis Potosí,24,49435,ND,ND,15655,15,ND,ND,58.45,61.93,60.14,712255,8.95,ND,ND,ND,ND,695903,65090,1408158,49948,42231,66056,160254,283469,74591,50766,73470,173551,123593,30454,52670,44436,69136,164382,289198,76428,51728,75408,175040,128050,29918,102618,86667,135192,324636,572667,151019,102494,148878,348591,251643,60372,8.97,100.20,109.17,11.12,46.22,3.51,ND,ND,ND,ND,ND,ND,80.60,151.72,7.43
79,1971,Sinaloa,25,42683,ND,ND,10776,16,ND,ND,62.14,65.56,63.76,706830,7.44,ND,ND,ND,ND,676289,53459,1383119,51611,44334,69601,167683,283306,78984,53717,71065,162480,125397,25152,53957,46373,72713,176521,301952,82836,56496,73490,174277,130038,23445,105568,90707,142314,344204,585258,161820,110213,144555,336757,255435,48597,7.14,95.98,103.11,7.79,38.65,3.09,ND,ND,ND,ND,ND,ND,62.43,127.18,6.02
80,1971,Sonora,26,38144,ND,ND,8385,16,ND,ND,64.00,67.50,65.67,605361,7.33,ND,ND,ND,ND,595288,46529,1200649,45083,39126,61602,150261,256817,70732,48256,59855,148731,106991,20938,45271,39288,61655,150634,265698,70422,48055,59448,160007,105865,19410,90354,78414,123257,300895,522515,141154,96311,119303,308738,212856,40348,6.62,90.33,96.95,6.98,38.75,3.18,ND,ND,ND,ND,ND,ND,54.59,125.73,5.76
81,1971,Tabasco,27,27534,ND,ND,8147,15,ND,ND,58.60,61.12,59.79,426471,6.45,ND,ND,ND,ND,412460,35681,838931,32333,27682,43491,105011,171924,49574,33765,45785,89034,79559,12722,33011,27824,43456,104949,177154,49022,33390,47077,96345,81624,14157,65344,55506,86947,209960,349078,98596,67155,92862,185379,161183,26879,6.80,105.41,112.21,9.71,42.53,3.28,ND,ND,ND,ND,ND,ND,78.18,127.43,6.52
82,1971,Tamaulipas,28,48607,ND,ND,13084,17,ND,ND,61.75,65.30,63.47,788300,8.58,ND,ND,ND,ND,789780,61691,1578080,57241,49867,78760,195993,344204,91894,63001,78510,206261,137421,30777,57659,49375,77271,188963,338275,87752,59856,78751,208977,137810,30699,114900,99242,156031,384956,682479,179646,122857,157261,415238,275231,61476,7.68,89.53,97.21,8.29,39.09,3.08,ND,ND,ND,ND,ND,ND,64.90,125.22,5.71
83,1971,Tlaxcala,29,14064,ND,ND,5128,16,ND,ND,57.82,61.32,59.50,233346,10.23,ND,ND,ND,ND,225917,19192,459263,16267,13494,20975,50201,90546,23210,15729,23463,58622,40601,11248,17758,14747,22805,52744,92325,24513,16455,24596,57599,43304,11028,34025,28241,43780,102945,182871,47723,32184,48059,116221,83905,22276,10.16,99.39,109.55,11.17,41.79,3.06,ND,ND,ND,ND,ND,ND,80.81,140.74,6.96
84,1971,Veracruz,30,139601,ND,ND,42377,16,ND,ND,59.29,62.75,60.99,2126628,7.92,ND,ND,ND,ND,2090974,181978,4217602,148559,130523,206898,521806,910225,245269,168894,210220,532875,357419,81103,155712,134531,211627,526889,919245,245914,168818,218864,531070,374585,73399,304271,265054,418525,1048695,1829470,491183,337712,429084,1063945,732004,154502,7.31,92.32,99.64,10.05,43.15,3.31,ND,ND,ND,ND,ND,ND,77.19,127.51,6.36
85,1971,Yucatán,31,25787,ND,ND,10179,18,ND,ND,57.22,60.05,58.59,423892,10.67,ND,ND,ND,ND,420997,35966,844889,29265,26210,41633,102867,182025,48864,33441,40136,114951,68452,18885,29644,26435,41850,102771,180737,48790,33375,40065,115058,68491,20558,58909,52645,83483,205638,362762,97654,66816,80201,230009,136943,39443,9.05,84.89,93.94,12.05,42.57,3.05,ND,ND,ND,ND,ND,ND,86.52,127.69,6.44
86,1971,Zacatecas,32,35083,ND,ND,10884,14,ND,ND,58.56,61.91,60.18,511275,8.55,ND,ND,ND,ND,508397,45967,1019672,38155,31383,48652,113615,195834,52866,35597,57768,118029,97879,21690,39152,32043,49357,112938,194571,52320,35006,58268,117231,98924,22254,77307,63426,98009,226553,390405,105186,70603,116036,235260,196803,43944,9.52,111.28,120.80,10.67,45.08,3.44,ND,ND,ND,ND,ND,ND,80.57,155.80,7.63
87,1972,República Mexicana,0,1835879,-194023,1641856,493549,16,ND,217609,60.80,64.78,62.75,27390991,8.20,ND,23586,ND,-194023,27367705,2329428,54758696,1989501,1739405,2753560,6760138,11688178,3178477,2164322,2761947,6896586,4755349,1113959,2038844,1759555,2768315,6746182,11638110,3151564,2142804,2830746,6749791,4875231,977532,4028345,3498960,5521875,13506320,23326288,6330041,4307126,5592693,13646377,9630580,2091491,7.70,93.97,101.67,9.01,42.54,3.35,-0.35,3.00,ND,ND,ND,-0.35,68.58,135.61,6.36
88,1972,Aguascalientes,1,12896,ND,ND,3937,15,ND,ND,59.55,63.14,61.32,194108,8.75,ND,ND,ND,ND,197135,16833,391243,14676,12693,19972,47277,80976,22319,15040,20473,48449,35314,8618,15046,12805,20004,46506,77754,21872,14673,21026,44478,36307,7837,29722,25498,39976,93783,158730,44191,29713,41499,92927,71621,16455,8.81,100.73,109.55,10.06,43.02,3.30,ND,ND,ND,ND,ND,ND,74.77,128.93,6.78
89,1972,Baja California,2,30907,ND,ND,4987,16,ND,ND,67.20,71.50,69.27,485657,6.30,ND,ND,ND,ND,486396,35894,972053,37461,32877,51995,126476,216439,59543,40425,48079,122553,87297,14766,37237,32058,50280,120693,213890,56278,38056,48712,126869,87582,13408,74698,64935,102275,247169,430329,115821,78481,96791,249422,174879,28174,5.67,90.07,95.75,5.13,36.93,3.18,ND,ND,ND,ND,ND,ND,37.65,120.76,5.23
90,1972,Baja California Sur,3,4420,ND,ND,1024,16,ND,ND,64.64,68.03,66.14,76861,7.95,ND,ND,ND,ND,72891,5444,149752,5532,4749,7485,18247,30920,8546,5810,7563,17622,13454,2873,5766,4977,7844,19472,33773,9055,6188,7713,19692,13784,2630,11298,9726,15329,37719,64693,17601,11998,15276,37314,27238,5503,7.33,92.25,99.58,6.84,36.35,2.95,ND,ND,ND,ND,ND,ND,52.07,125.85,5.54
91,1972,Campeche,4,9688,ND,ND,2945,16,ND,ND,59.39,62.71,60.94,151355,7.63,ND,ND,ND,ND,148511,12633,299866,11053,9685,15316,37334,64561,17549,11918,15210,36794,26281,5052,11086,9638,15179,37044,65489,17295,11754,15211,39150,26213,5550,22139,19323,30495,74378,130050,34844,23672,30421,75944,52494,10602,7.05,92.43,99.48,9.82,42.13,3.23,ND,ND,ND,ND,ND,ND,76.47,130.39,6.26
92,1972,Coahuila,5,37300,ND,ND,10443,16,ND,ND,61.17,65.07,63.06,633403,8.43,ND,ND,ND,ND,620201,47743,1253604,46088,40204,63482,154066,267278,72382,49104,61689,159406,109281,24765,48135,41732,65606,157839,271219,73977,50103,64020,159228,113627,23690,94223,81936,129088,311905,538497,146359,99207,125709,318634,222908,48455,7.68,91.13,98.81,8.33,38.08,2.98,ND,ND,ND,ND,ND,ND,66.21,127.83,5.71
93,1972,Colima,6,8442,ND,ND,2443,16,ND,ND,60.59,64.55,62.45,137874,8.18,ND,ND,ND,ND,135839,10885,273713,10344,8935,14052,33301,56729,15696,10579,13908,33366,24641,5608,10696,9165,14349,33925,57590,15904,10720,14287,33563,25367,4942,21040,18100,28401,67226,114319,31600,21299,28195,66929,50008,10550,7.86,96.16,104.03,8.93,39.77,3.08,ND,ND,ND,ND,ND,ND,71.61,130.52,6.20
94,1972,Chiapas,7,67175,ND,ND,20610,15,ND,ND,57.09,60.14,58.53,913382,6.02,ND,ND,ND,ND,884592,87785,1797974,64985,57529,91622,228964,378078,108485,74392,95710,197989,157682,25727,67944,58217,91631,226923,384408,105622,72208,98812,210337,165470,27283,132929,115746,183253,455887,762486,214107,146600,194522,408326,323152,53010,6.13,101.91,108.05,11.46,48.82,3.74,ND,ND,ND,ND,ND,ND,85.81,150.14,7.23
95,1972,Chihuahua,8,54555,ND,ND,13815,16,ND,ND,62.08,66.38,64.13,891995,7.92,ND,ND,ND,ND,879093,68370,1771088,65938,57267,90303,218733,378949,102583,69547,87225,225069,155828,33388,68246,58571,91771,219583,380827,102421,69221,90216,225603,161228,31364,134184,115838,182074,438316,759776,205004,138768,177441,450672,317056,64752,7.28,91.94,99.23,7.80,38.60,3.08,ND,ND,ND,ND,ND,ND,62.51,128.21,5.76
96,1972,Ciudad de México,9,260095,ND,ND,48538,18,ND,ND,66.06,70.92,68.68,3721289,8.85,ND,ND,ND,ND,3956651,308633,7677940,272353,257796,417433,1076928,1850086,516099,356462,340452,1091634,594906,176299,261359,242995,392727,1034932,1744131,492473,342741,348281,960079,591866,109292,533712,500791,810160,2111860,3594217,1008572,699203,688733,2051713,1186772,285591,6.86,77.55,84.41,6.32,40.20,3.39,ND,ND,ND,ND,ND,ND,45.73,120.54,5.22
97,1972,Durango,10,33083,ND,ND,9837,15,ND,ND,59.34,63.08,61.14,526497,8.00,ND,ND,ND,ND,507978,42920,1034475,38539,32487,50772,119599,206705,55809,37524,54596,122615,94921,19752,40808,34205,53189,123641,212167,57539,38555,57056,124872,99801,20523,79347,66692,103961,243240,418872,113348,76079,111652,247487,194722,40275,8.21,102.60,110.80,9.51,41.49,3.20,ND,ND,ND,ND,ND,ND,75.23,128.99,6.76
98,1972,Guanajuato,11,85220,ND,ND,25145,15,ND,ND,59.38,63.08,61.19,1278227,8.53,ND,ND,ND,ND,1267263,110365,2545490,94817,80982,127045,300512,514836,141055,94992,134585,305319,231336,53957,98823,83538,130226,303622,513368,141910,95222,138725,295171,239822,51474,193640,164520,257271,604134,1028204,282965,190214,273310,600490,471158,105431,8.75,102.56,111.31,9.88,43.36,3.35,ND,ND,ND,ND,ND,ND,74.20,149.76,6.92
99,1972,Guerrero,12,70056,ND,ND,18745,15,ND,ND,59.50,63.06,61.24,914813,7.35,ND,ND,ND,ND,911061,88801,1825874,66162,56044,88011,214765,376591,99726,67759,97629,219592,163632,34152,68852,57201,88809,210064,369530,96661,65053,100162,216433,169133,31949,135014,113245,176820,424829,746121,196387,132812,197791,436025,332765,66101,7.68,104.42,112.10,10.27,48.63,3.84,ND,ND,ND,ND,ND,ND,75.12,156.68,7.54
100,1972,Hidalgo,13,44263,ND,ND,14608,16,ND,ND,57.80,61.94,59.77,675148,8.46,ND,ND,ND,ND,665151,58871,1340299,47812,40317,63299,154869,272439,71899,48917,70081,166009,119207,29258,50573,42788,66806,160574,281478,74228,50210,70612,167205,121951,24705,98385,83105,130105,315443,553917,146127,99127,140693,333214,241158,53963,8.32,98.31,106.63,10.90,43.92,3.30,ND,ND,ND,ND,ND,ND,83.21,143.86,6.96
101,1972,Jalisco,14,130675,ND,ND,35295,16,ND,ND,60.93,65.01,62.94,1842469,9.08,ND,ND,ND,ND,1873932,165970,3716401,136455,119633,189145,455422,775621,215485,145973,188831,465990,322853,86154,139179,120223,188801,448697,751419,211331,142753,193412,433774,330320,72983,275634,239856,377946,904119,1527040,426816,288726,382243,899764,653173,159137,8.82,97.20,106.02,9.50,44.66,3.52,ND,ND,ND,ND,ND,ND,68.41,132.37,6.94
102,1972,México,15,155287,ND,ND,37118,15,ND,ND,61.92,65.31,63.54,2384548,6.42,ND,ND,ND,ND,2344289,192405,4728837,172280,147007,232145,579352,999487,269410,184272,253240,562528,432267,80089,177739,150229,236022,588206,1029483,271478,185685,259789,576598,444362,66119,350019,297236,468167,1167558,2028970,540888,369957,513029,1139126,876629,146208,6.34,98.67,105.01,7.85,40.69,3.28,ND,ND,ND,ND,ND,ND,63.29,129.79,6.06
103,1972,Michoacán,16,90924,ND,ND,27222,15,ND,ND,58.97,62.70,60.78,1303188,8.48,ND,ND,ND,ND,1291623,118146,2594811,97017,82560,129221,302385,521720,141880,95219,136507,311845,234813,54332,101710,85323,132400,301756,513538,140965,93888,141197,301162,244984,53417,198727,167883,261621,604141,1035258,282845,189107,277704,613007,479797,107749,8.85,104.34,113.19,10.49,45.53,3.50,ND,ND,ND,ND,ND,ND,77.69,152.89,7.36
104,1972,Morelos,17,22029,ND,ND,6701,16,ND,ND,60.00,63.96,61.90,357310,9.25,ND,ND,ND,ND,357086,28730,714396,26241,22583,35548,86367,152932,40284,27319,35664,91423,62852,16152,26907,23028,36093,87004,153135,40468,27403,36252,89488,63969,14349,53148,45611,71641,173371,306067,80752,54722,71916,180911,126821,30501,8.61,93.04,101.65,9.38,40.22,3.08,ND,ND,ND,ND,ND,ND,72.26,129.77,6.04
105,1972,Nayarit,18,18631,ND,ND,5759,16,ND,ND,59.42,63.46,61.32,308277,8.33,ND,ND,ND,ND,298196,24390,606473,22782,19180,29928,69825,120997,32606,21858,31429,73601,55541,12107,23941,20350,31719,73637,126591,34425,23056,32029,76009,56956,11980,46723,39530,61647,143462,247588,67031,44914,63458,149610,112497,24087,8.22,98.72,106.94,9.50,40.22,3.07,ND,ND,ND,ND,ND,ND,75.30,130.35,6.61
106,1972,Nuevo León,19,58183,ND,ND,13600,17,ND,ND,63.73,68.09,65.86,968591,8.51,ND,ND,ND,ND,955213,71783,1923804,68677,61236,97566,245304,423492,115493,79163,92150,250848,161457,38843,70626,62500,99369,251970,431964,118118,81249,96145,247209,167440,34008,139303,123736,196935,497274,855456,233611,160412,188295,498057,328897,72851,7.32,85.96,93.28,7.07,37.31,3.02,ND,ND,ND,ND,ND,ND,54.48,122.52,5.33
107,1972,Oaxaca,20,83651,ND,ND,26434,16,ND,ND,58.11,61.62,59.82,1126452,8.80,ND,ND,ND,ND,1134174,110085,2260626,78140,66341,104376,259322,467784,119843,81808,117011,295792,193778,48453,80298,67453,105131,254601,460661,116749,79071,116864,289769,195129,45424,158438,133794,209507,513923,928445,236592,160879,233875,585561,388907,93877,8.54,97.07,105.61,11.69,48.70,3.70,ND,ND,ND,ND,ND,ND,83.41,157.72,7.59
