"территория","год","цск.чн.горсел.мж","цск.чн.горсел.м","цск.чн.горсел.ж","цск.чн.гор.мж","цск.чн.гор.м","цск.чн.гор.ж","цск.чн.сел.мж","цск.чн.сел.м","цск.чн.сел.ж","угви.чн.горсел.мж","угви.чн.горсел.м","угви.чн.горсел.ж","угви.чн.гор.мж","угви.чн.гор.м","угви.чн.гор.ж","угви.чн.сел.мж","угви.чн.сел.м","угви.чн.сел.ж","угви.чр.горсел.мж","угви.чр.горсел.м","угви.чр.горсел.ж","угви.чр.гор.мж","угви.чр.гор.м","угви.чр.гор.ж","угви.чр.сел.мж","угви.чр.сел.м","угви.чр.сел.ж","угви.чс.горсел.мж","угви.чс.горсел.м","угви.чс.горсел.ж","угви.чс.гор.мж","угви.чс.гор.м","угви.чс.гор.ж","угви.чс.сел.мж","угви.чс.сел.м","угви.чс.сел.ж","мигр","стаб"
"Закаспийская обл.","1905","392200","217700","174500","46500","34500","12000","345700","183200","162500","380605","","","39995","","","340610","","","8327","","","1587","828","759","6740","","","6099","","","971","553","418","5128","","","-19",""
"Закаспийская обл.","1906","397100","220400","176700","46900","34700","12200","350200","185700","164500","388384","","","41211","24166","17045","347173","183673","163500","9738","","","1239","","","8499","","","6659","","","847","","","5812","","","-15",""
"Закаспийская обл.","1907","405500","224200","181300","48700","35400","13300","356800","188800","168000","400783","","","53385","","","347398","","","10132","","","1600","","","8532","","","5499","","","1021","","","4478","","","-9",""
"Закаспийская обл.","1908","415700","229200","186500","51000","36600","14400","364700","192600","172100","410913","","","65502","","","345411","","","15372","","","2699","","","12673","","","6531","","","1567","","","4964","","","4",""
"Закаспийская обл.","1909","429300","236800","192500","56700","40600","16100","372600","196200","176400","450989","","","71750","","","379239","","","12951","","","2747","","","10204","","","7399","","","1590","","","5809","","","3",""
"Закаспийская обл.","1910","440800","242200","198600","59900","41900","18000","380900","200300","180600","431308","","","73289","","","358019","","","14165","","","2504","1301","1203","11661","6326","5335","9646","","","1591","1141","450","8055","4112","3943","-3",""
"Закаспийская обл.","1911","451300","247200","204100","63000","43300","19700","388300","203900","184400","440800","","","59900","41900","18000","380900","200300","180600","20495","","","2715","1411","1304","17780","9646","8134","11268","","","2369","1699","670","8899","4543","4356","-2","*"
"Закаспийская обл.","1912","486200","264900","221300","69700","46600","23100","416500","218300","198200","451300","","","63000","43300","19700","388300","203900","184400","17844","","","2972","1600","1372","14872","7963","6909","11383","","","1904","1047","857","9479","4885","4594","-1","*"
"Закаспийская обл.","1913","507500","276000","231500","74000","48600","25400","433500","227400","206100","472814","","","71398","40942","30456","401416","213569","187847","19245","","","2890","1577","1313","16355","8988","7367","13995","","","2503","1391","1112","11492","6204","5288","-3","*"
"Закаспийская обл.","1914","533900","287400","246500","85000","52000","33000","448900","235400","213500","487501","","","72433","39254","33179","415068","224758","190310","15667","","","2732","1379","1353","12935","6652","6283","13113","","","2713","1376","1337","10400","5338","5062","-13",""
"Иркутская","1896","","","","","","","","","","469417","","","","","","","","","23058","","","","","","","","","18897","","","","","","","","","122",""
"Иркутская","1897","","","","","","","","","","491188","","","","","","","","","22751","","","","","","","","","18632","","","","","","","","","142",""
"Иркутская","1898","","","","","","","","","","506517","","","","","","","","","22924","","","","","","","","","18955","","","","","","","","","3267",""
"Иркутская","1899","","","","","","","","","","516327","","","","","","","","","23630","","","","","","","","","19547","","","","","","","","","4204",""
"Иркутская","1900","","","","","","","","","","529738","","","","","","","","","23755","","","","","","","","","18267","","","","","","","","","4512",""
"Иркутская","1901","","","","","","","","","","540424","","","","","","","","","24615","","","","","","","","","17180","","","","","","","","","8279",""
"Иркутская","1902","","","","","","","","","","552187","","","","","","","","","27145","","","3963","2018","1945","23182","11942","11240","19487","","","2811","1621","1190","16676","9004","7672","6881",""
"Иркутская","1903","","","","","","","","","","552187","","","60407","31154","29253","491780","261634","230146","27145","","","3963","2018","1945","23182","11942","11240","19487","","","2811","1621","1190","16676","9004","7672","2961",""
"Иркутская","1904","540300","280500","259800","64300","32500","31800","476000","248000","228000","574936","","","80676","43710","36966","494260","263403","230857","24228","","","2698","1420","1278","21530","11107","10423","20581","","","2575","1514","1061","18006","9631","8375","164",""
"Иркутская","1905","544100","282200","261900","64400","32500","31900","479700","249700","230000","580051","","","80872","42062","38810","499179","266000","233179","25668","","","4278","2067","2211","21390","10936","10454","21790","","","3624","1854","1770","18166","9466","8700","227",""
"Иркутская","1906","552700","286000","266700","65000","32600","32400","487700","253400","234300","594007","","","86901","44483","42418","507106","269894","237212","22821","","","4584","","","18237","","","17166","","","3664","","","13502","","","6579",""
"Иркутская","1907","564300","292000","272300","66100","33200","32900","498200","258800","239400","574311","","","62560","32600","29960","511751","273400","238351","29861","","","4344","2164","2180","25517","13062","12455","21234","","","3160","1833","1327","18074","8820","9254","12232",""
"Иркутская","1908","577700","298700","279000","67600","34000","33600","510100","264700","245400","583224","","","63679","31389","32290","519545","276702","242843","30279","","","4338","2163","2175","25941","13303","12638","22017","","","3336","1900","1436","18681","9108","9573","15648",""
"Иркутская","1909","656900","340000","316900","100100","50900","49200","556800","289100","267700","663058","","","119733","68974","50759","543325","293494","249831","27697","","","3306","1501","1805","24391","12708","11683","20563","","","3290","1763","1527","17273","9239","8034","14342",""
"Иркутская","1910","674900","348700","326200","101400","51500","49900","573500","297200","276300","600110","","","64322","31482","32840","535788","286891","248897","28222","","","3455","1569","1886","24767","12904","11863","20584","","","3195","1712","1483","17389","9301","8088","8108",""
"Иркутская","1911","696200","358800","337400","105200","53600","51600","591000","305200","285800","630847","","","64658","31646","33012","566189","303169","263020","34320","","","6405","3081","3324","27915","14299","13616","21002","","","4081","2124","1957","16921","9247","7674","8237",""
"Иркутская","1912","714900","368200","346700","108800","55400","53400","606100","312800","293300","649135","","","65064","31438","33626","584071","320249","263822","26971","","","4855","2364","2491","22116","10931","11185","17442","","","3231","1566","1665","14211","8228","5983","13082",""
"Иркутская","1913","733600","377600","356000","112200","57100","55100","621400","320500","300900","696011","","","138395","75223","63172","557616","239328","318288","30674","","","5282","2571","2711","25392","13209","12183","19806","","","3252","1702","1550","16554","8940","7614","9812",""
"Иркутская","1914","750200","385400","364800","113600","57900","55700","636600","327500","309100","736222","","","138395","75223","63172","597827","320473","277354","35331","","","6228","3207","3021","29103","15174","13929","21326","","","3807","2081","1726","17519","9414","8105","7089",""
"Казанская","1896","","","","","","","","","","2235336","","","","","","","","","112939","","","","","","","","","73662","","","","","","","","","-301",""
