"территория","год","чн","чр","чс","мигр","р","с","еп","чн2","р2","с2","еп2","стаб","vr.ok"
"Воронежская","1912","3281555","176783","96635","-9268","53.87","29.45","24.42","3316869","53.30","29.13","24.16","","1"
"Воронежская","1913","3352435","175338","109211","-13796","52.30","32.58","19.73","3378533","51.90","32.32","19.57","","1"
"Воронежская","1914","3404766","179218","114061","-14493","52.64","33.50","19.14","3430036","52.25","33.25","19.00","","1"
"Воронежская","1915","3455430","","","-177","","","","","","","","","0"
"Выборгская","1896","379049","12637","7585","-32","33.34","20.01","13.33","382733","33.02","19.82","13.20","","1"
"Выборгская","1897","386440","12770","7524","-38","33.05","19.47","13.58","390367","32.71","19.27","13.44","","1"
"Выборгская","1898","394320","14271","7653","-1","36.19","19.41","16.78","399038","35.76","19.18","16.58","","1"
"Выборгская","1899","403793","14449","7978","-85","35.78","19.76","16.03","408617","35.36","19.52","15.84","","1"
"Выборгская","1900","413479","14489","8915","-223","35.04","21.56","13.48","417531","34.70","21.35","13.35","","1"
"Выборгская","1901","421610","14807","9029","-548","35.12","21.42","13.70","426027","34.76","21.19","13.56","","1"
"Выборгская","1902","430474","14905","9032","-996","34.62","20.98","13.64","435001","34.26","20.76","13.50","","1"
"Выборгская","1903","439559","15065","8298","-684","34.27","18.88","15.39","444961","33.86","18.65","15.21","","1"
"Выборгская","1904","450407","15795","8875","-801","35.07","19.70","15.36","455815","34.65","19.47","15.18","","1"
"Выборгская","1905","461266","15573","9667","-744","33.76","20.96","12.80","465889","33.43","20.75","12.68","","1"
"Выборгская","1906","470542","16273","9593","-690","34.58","20.39","14.20","475762","34.20","20.16","14.04","","1"
"Выборгская","1907","481021","17007","9236","-632","35.36","19.20","16.16","486737","34.94","18.98","15.97","","1"
"Выборгская","1908","492499","16851","9727","-1013","34.22","19.75","14.47","497481","33.87","19.55","14.32","","1"
"Выборгская","1909","502497","17473","8824","-1263","34.77","17.56","17.21","507721","34.41","17.38","17.03","","1"
"Выборгская","1910","512981","16565","9545","-1229","32.29","18.61","13.68","517213","32.03","18.45","13.57","","1"
"Выборгская","1911","521469","16526","9059","-588","31.69","17.37","14.32","525513","31.45","17.24","14.21","","1"
"Выборгская","1912","529577","16473","8967","-846","31.11","16.93","14.17","533963","30.85","16.79","14.06","","1"
"Выборгская","1913","538374","15567","8771","-914","28.91","16.29","12.62","542453","28.70","16.17","12.53","","1"
"Выборгская","1914","546553","15799","8699","-699","28.91","15.92","12.99","550873","28.68","15.79","12.89","","1"
"Выборгская","1915","555215","14932","8964","-144","26.89","16.15","10.75","558749","26.72","16.04","10.68","","1"
"Выборгская","1916","562298","14242","10007","-191","25.33","17.80","7.53","564739","25.22","17.72","7.50","","1"
"Выборгская","1917","567187","","","","","","","","","","","","0"
"Вятская","1896","2992427","165540","130154","-1159","55.32","43.49","11.83","3009508","55.01","43.25","11.76","","1"
"Вятская","1897","3026654","173317","115809","-1037","57.26","38.26","19.00","3054803","56.74","37.91","18.83","","1"
"Вятская","1898","3083125","172724","137455","-4916","56.02","44.58","11.44","3098277","55.75","44.36","11.38","","1"
"Вятская","1899","3113478","172623","111556","-6004","55.44","35.83","19.61","3140929","54.96","35.52","19.44","","1"
"Вятская","1900","3168541","172111","123826","-1924","54.32","39.08","15.24","3191665","53.93","38.80","15.13","","1"
"Вятская","1901","3214902","181952","126986","-2256","56.60","39.50","17.10","3241186","56.14","39.18","16.96","","1"
"Вятская","1902","3267612","174582","138959","-2001","53.43","42.53","10.90","3284394","53.16","42.31","10.85","","1"
"Вятская","1903","3301234","189230","113734","-3491","57.32","34.45","22.87","3337107","56.70","34.08","22.62","","1"
"Вятская","1904","3373239","179533","124394","-1179","53.22","36.88","16.35","3400148","52.80","36.58","16.22","","1"
"Вятская","1905","3427199","170054","134068","-1056","49.62","39.12","10.50","3444634","49.37","38.92","10.45","","1"
"Вятская","1906","3462129","196403","154272","-7621","56.73","44.56","12.17","3479355","56.45","44.34","12.11","","1"
"Вятская","1907","3496639","189760","126030","-10020","54.27","36.04","18.23","3523426","53.86","35.77","18.09","","1"
"Вятская","1908","3550349","181000","116028","-15267","50.98","32.68","18.30","3575144","50.63","32.45","18.17","","1"
"Вятская","1909","3600054","185050","128332","-9496","51.40","35.65","15.75","3623614","51.07","35.42","15.65","","1"
"Вятская","1910","3647276","202910","145173","-2463","55.63","39.80","15.83","3674844","55.22","39.50","15.71","","1"
"Вятская","1911","3702550","200608","136835","-5552","54.18","36.96","17.22","3731585","53.76","36.67","17.09","","1"
"Вятская","1912","3760771","188286","139445","-16004","50.07","37.08","12.99","3777166","49.85","36.92","12.93","","1"
"Вятская","1913","3793608","188447","136454","-15717","49.67","35.97","13.71","3811717","49.44","35.80","13.64","","1"
"Вятская","1914","3829884","198057","131029","-10324","51.71","34.21","17.50","3858167","51.33","33.96","17.37","","1"
"Вятская","1915","3886588","","","-1009","","","","","","","","","0"
"Гродненская","1896","1576185","70377","43164","-1869","44.65","27.39","17.27","1588823","44.30","27.17","17.13","","1"
"Гродненская","1897","1601529","69057","43275","-366","43.12","27.02","16.10","1614204","42.78","26.81","15.97","","1"
"Гродненская","1898","1626945","60564","39399","-3136","37.23","24.22","13.01","1635943","37.02","24.08","12.94","","1"
"Гродненская","1899","1644974","67754","43967","-3522","41.19","26.73","14.46","1655086","40.94","26.56","14.37","","1"
"Гродненская","1900","1665239","72538","45390","-4073","43.56","27.26","16.30","1676750","43.26","27.07","16.19","","1"
"Гродненская","1901","1688314","69816","44047","-2159","41.35","26.09","15.26","1700092","41.07","25.91","15.16","","1"
"Гродненская","1902","1711924","73151","40772","-2584","42.73","23.82","18.91","1727244","42.35","23.61","18.75","","1"
"Гродненская","1903","1742656","66230","46981","-4030","38.01","26.96","11.05","1750255","37.84","26.84","11.00","","1"
"Гродненская","1904","1757876","66871","48544","-4739","38.04","27.62","10.43","1765033","37.89","27.50","10.38","","1"
"Гродненская","1905","1772210","65968","45567","-6282","37.22","25.71","11.51","1779261","37.08","25.61","11.47","","1"
"Гродненская","1906","1786330","68826","39288","-7712","38.53","21.99","16.54","1797483","38.29","21.86","16.43","","1"
"Гродненская","1907","1808682","69289","37820","-6398","38.31","20.91","17.40","1821542","38.04","20.76","17.28","","1"
"Гродненская","1908","1834462","64902","40405","-4645","35.38","22.03","13.35","1844739","35.18","21.90","13.28","","1"
"Гродненская","1909","1855054","64868","40426","-5267","34.97","21.79","13.18","1864885","34.78","21.68","13.11","","1"
"Гродненская","1910","1874750","65068","42766","-6711","34.71","22.81","11.90","1882865","34.56","22.71","11.84","","1"
"Гродненская","1911","1891003","63857","37976","-4619","33.77","20.08","13.69","1901614","33.58","19.97","13.61","","1"
"Гродненская","1912","1912265","64896","35832","-3952","33.94","18.74","15.20","1924794","33.72","18.62","15.10","","1"
"Гродненская","1913","1937377","62541","37900","-5244","32.28","19.56","12.72","1947290","32.12","19.46","12.65","","1"
"Гродненская","1914","1957236","","","-4044","","","","1954322","","","","","0"
"Гродненская","1915","1951411","","","-1001","","","","","","","","","0"
"Дагестанская обл.","1896","569035","14516","12456","-32","25.51","21.89","3.62","570048","25.46","21.85","3.61","","0"
"Дагестанская обл.","1897","571063","13962","12707","-21","24.45","22.25","2.20","571680","24.42","22.23","2.20","","0"
"Дагестанская обл.","1898","572297","14334","12806","-37","25.05","22.38","2.67","573042","25.01","22.35","2.67","","0"
"Дагестанская обл.","1899","573788","12075","15889","-58","21.04","27.69","-6.65","571850","21.12","27.79","-6.67","","0"
"Дагестанская обл.","1900","569916","13329","11587","-73","23.39","20.33","3.06","570750","23.35","20.30","3.05","","0"
"Дагестанская обл.","1901","571585","15259","11971","-80","26.70","20.94","5.75","573188","26.62","20.88","5.74","","0"
"Дагестанская обл.","1902","574793","15463","14098","-84","26.90","24.53","2.37","575433","26.87","24.50","2.37","","0"
"Дагестанская обл.","1903","576074","14816","11821","-126","25.72","20.52","5.20","577510","25.65","20.47","5.19","","0"
"Дагестанская обл.","1904","578949","18289","12334","-174","31.59","21.30","10.29","581835","31.43","21.20","10.23","","0"
"Дагестанская обл.","1905","584730","18039","16214","-227","30.85","27.73","3.12","585529","30.81","27.69","3.12","","0"
"Дагестанская обл.","1906","586328","16748","12878","-256","28.56","21.96","6.60","588205","28.47","21.89","6.58","","0"
"Дагестанская обл.","1907","590086","15319","11865","-191","25.96","20.11","5.85","591716","25.89","20.05","5.84","","0"
"Дагестанская обл.","1908","593349","15699","12259","-114","26.46","20.66","5.80","595010","26.38","20.60","5.78","","0"
"Дагестанская обл.","1909","596675","15109","13458","-94","25.32","22.55","2.77","597453","25.29","22.53","2.76","","0"
"Дагестанская обл.","1910","598232","15191","14111","-134","25.39","23.59","1.81","598782","25.37","23.57","1.80","","0"
"Дагестанская обл.","1911","599332","16907","10252","-123","28.21","17.11","11.10","602742","28.05","17.01","11.04","","0"
"Дагестанская обл.","1912","606164","16049","11981","-139","26.48","19.77","6.71","608217","26.39","19.70","6.69","","0"
"Дагестанская обл.","1913","610275","17424","13081","-184","28.55","21.43","7.12","612352","28.45","21.36","7.09","","0"
"Дагестанская обл.","1914","614434","16097","12062","-123","26.20","19.63","6.57","616470","26.11","19.57","6.55","","0"
"Дагестанская обл.","1915","618510","","","-19","","","","","","","","","0"
"Екатеринославская","1896","2042348","122938","56150","-390","60.19","27.49","32.70","2075370","59.24","27.06","32.18","","1"
"Екатеринославская","1897","2108746","125324","58995","293","59.43","27.98","31.45","2141884","58.51","27.54","30.97","","1"
"Екатеринославская","1898","2175368","125645","62209","631","57.76","28.60","29.16","2207247","56.92","28.18","28.74","","1"
"Екатеринославская","1899","2239435","123621","58017","-258","55.20","25.91","29.29","2271951","54.41","25.54","28.88","","1"
"Екатеринославская","1900","2304781","138190","64241","-3744","59.96","27.87","32.09","2339708","59.06","27.46","31.61","","1"
"Екатеринославская","1901","2374986","133792","69598","-2452","56.33","29.30","27.03","2405725","55.61","28.93","26.68","","1"
"Екатеринославская","1902","2436728","135304","72436","-3543","55.53","29.73","25.80","2466272","54.86","29.37","25.49","","1"
